certification_id,product_id,certification_status,expiry_date,authority,notes
959,959,non-compliant,2027-05-24,Local Regulatory Authority,Product failed to meet required certification standards during compliance review.
960,960,certified,2026-12-17,FDA,Product contains compliant consumer labeling and valid certification documentation.
961,961,certified,2029-03-21,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
962,962,certified,2026-12-28,TBS,Product contains compliant consumer labeling and valid certification documentation.
963,963,non-compliant,2029-01-24,WHO,Non-compliant certification status identified due to incomplete regulatory documentation.
964,964,non-compliant,2027-05-30,ISO,Product failed to meet required certification standards during compliance review.
965,965,expired,2027-08-14,WHO,"Product labeling present, but expired certification creates regulatory compliance concern."
966,966,expired,2028-06-03,FDA,Certification validity expired and requires renewal before continued retail distribution.
967,967,certified,2028-11-10,TBS,Product meets retail compliance standards with visible certification and safety information.
968,968,certified,2026-12-13,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
969,969,certified,2028-09-23,ISO,Product meets retail compliance standards with visible certification and safety information.
970,970,certified,2028-03-07,ISO,Product meets retail compliance standards with visible certification and safety information.
971,971,expired,2027-11-19,TBS,Certification validity expired and requires renewal before continued retail distribution.
972,972,certified,2028-10-23,WHO,Certification verified with approved authority records and complete manufacturer labeling.
973,973,certified,2026-11-02,ISO,Certification verified with approved authority records and complete manufacturer labeling.
974,974,certified,2028-08-16,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
975,975,certified,2027-12-31,WHO,Product meets retail compliance standards with visible certification and safety information.
976,976,certified,2026-10-31,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
977,977,certified,2029-03-05,TBS,Product meets retail compliance standards with visible certification and safety information.
978,978,certified,2028-05-03,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
979,979,certified,2029-04-28,ISO,Product contains compliant consumer labeling and valid certification documentation.
980,980,certified,2028-04-12,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
981,981,certified,2027-09-22,WHO,Product contains compliant consumer labeling and valid certification documentation.
982,982,certified,2026-09-15,WHO,Product meets retail compliance standards with visible certification and safety information.
983,983,certified,2027-09-29,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
984,984,certified,2026-10-28,ISO,Product contains compliant consumer labeling and valid certification documentation.
985,985,certified,2027-10-25,FDA,Certification verified with approved authority records and complete manufacturer labeling.
986,986,certified,2029-01-28,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
987,987,certified,2028-03-27,WHO,Certification verified with approved authority records and complete manufacturer labeling.
988,988,certified,2026-08-25,FDA,Product contains compliant consumer labeling and valid certification documentation.
989,989,certified,2028-04-12,TBS,Certification verified with approved authority records and complete manufacturer labeling.
990,990,certified,2029-02-21,ISO,Certification verified with approved authority records and complete manufacturer labeling.
991,991,certified,2027-08-14,FDA,Certification active and supported by compliant packaging and traceability documentation.
992,992,certified,2026-07-18,TBS,Certification verified with approved authority records and complete manufacturer labeling.
993,993,certified,2029-04-06,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
994,994,non-compliant,2027-08-20,Pharmaceutical Board,Non-compliant certification status identified due to incomplete regulatory documentation.
995,995,certified,2028-08-07,WHO,Product meets retail compliance standards with visible certification and safety information.
996,996,certified,2027-02-02,FDA,Certification verified with approved authority records and complete manufacturer labeling.
997,997,certified,2027-07-13,WHO,Certification active and supported by compliant packaging and traceability documentation.
998,998,certified,2028-01-25,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
999,999,certified,2028-10-07,FDA,Product contains compliant consumer labeling and valid certification documentation.
1000,1000,certified,2028-11-13,WHO,Product contains compliant consumer labeling and valid certification documentation.
